personnel_id,unit_type,role_operational_intensity,duty_hours_weekly,overtime_hours_weekly,deployment_duration_months,deployments_last_3_years,days_since_last_leave,leave_days_taken_annual,recovery_rest_days_monthly,avg_sleep_hours,sleep_disruption_index,physical_readiness_score,wellness_survey_score,peer_support_score,environmental_hardship_score,risk_score,risk_category
PX-12612,Armored,High,53.4,4.6,18.0,6,365,11.7,3.5,5.9,5.6,82.8,11.3,3.3,3.6,0.465,MODERATE
PX-10666,Air Defense,Medium,46.0,0.0,3.7,3,139,40.0,3.3,6.0,5.2,83.1,18.0,2.8,2.5,0.064,LOW
PX-13460,Armored,Extreme,61.0,9.8,9.7,1,225,14.4,1.2,5.2,9.0,67.8,14.6,3.5,4.0,0.577,MODERATE
PX-13258,Combat Engineers,Extreme,67.7,12.1,10.4,0,297,22.8,0.0,5.6,9.1,66.1,16.5,4.8,4.5,0.551,MODERATE
PX-11889,Armored,High,57.5,7.3,6.4,0,179,29.5,3.0,4.9,7.0,60.4,15.6,3.7,3.1,0.453,MODERATE
PX-10536,Combat Engineers,Medium,53.4,4.6,10.6,2,243,29.9,3.5,6.8,2.4,91.8,20.2,4.1,2.7,0.02,LOW
PX-14301,Signals,Medium,59.8,9.1,4.6,0,154,36.2,3.2,6.4,3.7,85.1,19.0,3.9,2.5,0.032,LOW
PX-13108,Infantry,High,63.0,11.5,13.6,0,365,20.2,1.9,5.0,9.3,71.2,10.2,3.8,3.8,0.665,ELEVATED
PX-11101,Artillery,Medium,46.8,0.0,3.6,1,165,44.1,2.8,6.5,1.8,88.0,25.2,4.4,2.6,0.02,LOW
PX-12530,Combat Engineers,Medium,51.2,0.0,12.2,2,365,28.0,3.8,6.7,2.2,75.7,19.8,3.9,3.0,0.192,LOW
PX-11714,Artillery,High,52.6,3.4,7.8,4,193,33.6,2.6,5.9,4.8,,15.6,3.2,4.1,0.285,LOW
PX-14883,Artillery,Medium,48.5,0.1,5.1,3,177,47.1,1.2,6.4,3.9,77.3,19.6,4.1,2.7,0.094,LOW
PX-13564,Medical Corps,Medium,57.3,10.0,4.0,0,131,39.6,1.7,6.0,5.1,77.4,22.7,4.3,2.1,0.102,LOW
PX-11199,Signals,Extreme,58.7,5.4,10.9,2,261,14.8,0.0,3.5,10.0,70.9,9.3,3.4,4.1,0.771,ELEVATED
PX-12072,Artillery,Medium,54.8,6.7,8.4,1,219,48.9,2.9,5.5,3.2,74.5,19.0,5.0,2.4,0.203,LOW
PX-14228,Combat Engineers,Extreme,63.4,13.9,7.4,3,178,13.9,0.8,5.8,8.4,85.2,14.8,3.1,4.6,0.503,MODERATE
PX-10142,Logistics & ASC,Low,40.5,0.0,3.3,2,108,48.0,3.0,8.5,0.0,93.8,25.1,3.4,2.0,0.02,LOW
PX-11088,Armored,Medium,52.7,3.0,8.3,2,230,32.5,2.0,7.0,2.9,78.4,16.0,2.6,2.8,0.141,LOW
PX-13835,Armored,Low,43.5,0.0,3.4,1,119,60.0,4.8,7.5,1.8,93.2,27.6,4.3,1.6,0.02,LOW
PX-14163,Artillery,High,61.6,10.8,12.0,2,272,15.3,0.7,5.8,6.1,67.0,14.6,3.3,3.9,0.568,MODERATE
PX-14823,Signals,Medium,50.0,0.0,3.7,5,132,45.3,4.3,6.6,3.4,75.2,26.6,4.0,2.8,0.02,LOW
PX-12621,Medical Corps,Medium,40.2,0.0,3.7,4,204,44.2,3.4,7.4,2.6,79.6,22.2,4.2,2.2,0.02,LOW
PX-11983,Infantry,Extreme,62.9,10.2,10.1,0,239,12.5,1.5,4.4,9.3,71.9,11.6,3.7,4.3,0.683,ELEVATED
PX-13688,Combat Engineers,Low,46.9,0.0,3.0,4,104,52.6,5.2,6.9,1.8,86.6,20.8,3.8,1.0,0.02,LOW
PX-12074,Artillery,High,63.9,15.2,15.3,3,365,11.7,0.9,4.0,9.4,66.7,10.0,4.4,3.4,0.778,ELEVATED
PX-10606,Logistics & ASC,Low,47.2,0.6,8.1,1,197,37.7,4.7,6.6,2.0,88.1,19.4,3.9,1.4,0.02,LOW
PX-12672,Artillery,Extreme,64.4,10.2,9.0,1,312,17.0,1.2,4.5,8.7,75.0,12.7,3.6,4.1,0.651,ELEVATED
PX-14200,Infantry,Medium,36.6,0.0,7.0,0,217,45.9,3.5,7.3,1.7,82.8,20.1,3.0,2.8,0.02,LOW
PX-12735,Armored,Medium,49.1,0.0,4.5,1,148,36.7,3.2,6.0,3.8,82.5,18.8,3.9,2.8,0.091,LOW
PX-13178,Infantry,High,58.2,5.4,15.5,2,365,11.7,2.4,6.5,4.4,68.8,13.5,3.0,3.2,0.41,MODERATE
PX-14578,Armored,Low,45.6,0.0,8.0,1,201,51.2,4.0,7.0,2.1,79.1,20.3,3.6,1.2,0.02,LOW
PX-13360,Artillery,Medium,49.3,1.2,5.4,2,159,45.8,3.7,6.9,1.1,89.7,23.3,3.6,2.0,0.02,LOW
PX-11883,Signals,High,54.5,8.0,8.1,3,206,27.4,3.9,5.5,5.6,69.6,18.9,3.7,4.0,0.332,LOW
PX-12136,Artillery,Low,46.9,0.0,2.6,0,110,50.0,3.8,7.1,0.7,84.9,26.1,3.8,1.3,0.02,LOW
PX-12536,Air Defense,High,65.1,13.0,7.2,3,265,27.9,0.1,4.1,9.4,63.0,8.4,4.0,3.6,0.692,ELEVATED
PX-14232,Signals,Medium,54.8,3.0,10.9,1,271,25.6,3.7,6.3,3.2,85.0,13.4,2.5,1.9,0.243,LOW
PX-13953,Signals,Extreme,68.3,15.6,7.0,2,175,16.1,1.2,4.2,10.0,66.0,16.2,3.9,4.9,0.63,MODERATE
PX-14382,Infantry,High,40.5,0.0,7.2,1,192,34.6,1.8,5.4,6.2,70.3,16.7,3.9,3.8,0.271,LOW
PX-12521,Combat Engineers,High,53.3,0.0,7.8,0,191,34.1,0.9,5.8,5.9,82.8,16.0,3.4,3.9,0.331,LOW
PX-14828,Air Defense,Medium,41.4,0.0,4.1,2,153,38.1,2.7,7.1,2.8,74.3,20.7,3.5,1.9,0.02,LOW
PX-13453,Infantry,Extreme,65.7,11.5,10.2,1,237,15.8,2.1,5.8,9.1,76.6,12.2,3.3,4.2,0.52,MODERATE
PX-11773,Logistics & ASC,Extreme,68.6,13.8,7.4,1,195,20.3,0.0,4.7,9.3,77.7,16.7,5.0,4.1,0.478,MODERATE
PX-12715,Infantry,Low,38.0,0.0,9.8,2,279,35.7,3.2,8.5,0.4,90.4,24.8,3.7,1.4,0.02,LOW
PX-12572,Signals,Low,37.0,0.0,7.3,3,281,42.5,3.2,6.6,1.9,83.4,19.7,3.8,2.1,0.023,LOW
PX-14442,Logistics & ASC,Medium,44.0,0.0,9.6,0,224,35.2,3.1,6.1,3.9,88.0,18.2,3.2,1.9,0.168,LOW
PX-11651,Artillery,Extreme,64.8,11.9,8.5,3,248,17.1,0.0,4.4,9.4,63.2,,4.5,4.9,0.637,MODERATE
PX-11228,Logistics & ASC,Medium,59.6,9.5,12.2,1,280,32.9,2.2,6.0,4.0,80.8,16.0,3.4,1.8,0.263,LOW
PX-11782,Artillery,High,55.6,6.1,5.8,2,160,41.4,1.3,6.5,4.0,83.0,,3.3,3.9,0.205,LOW
PX-12776,Signals,Low,42.5,0.0,7.7,0,327,39.6,3.3,7.5,0.5,84.6,21.6,3.6,1.0,0.02,LOW
PX-11986,Artillery,High,56.2,3.6,6.1,2,222,20.7,1.5,6.3,5.6,72.7,15.5,3.8,3.9,0.3,LOW
PX-14313,Air Defense,High,59.3,10.2,11.4,1,272,17.2,0.9,5.1,5.9,70.3,11.4,4.4,3.8,0.53,MODERATE
PX-10507,Air Defense,Medium,58.3,2.5,7.6,0,210,38.8,2.7,6.5,3.3,81.5,13.7,3.7,2.1,0.134,LOW
PX-14210,Signals,High,47.7,0.1,13.2,5,335,17.0,0.2,4.9,8.6,73.8,14.0,4.5,3.7,0.575,MODERATE
PX-11678,Logistics & ASC,Low,40.4,0.0,5.1,0,140,42.2,5.7,7.1,0.6,75.7,21.5,3.1,1.3,0.02,LOW
PX-11786,Artillery,Medium,42.8,0.0,5.7,1,167,42.6,4.2,7.1,1.6,83.4,22.4,3.4,2.0,0.02,LOW
PX-13652,Artillery,Extreme,55.4,4.0,8.8,0,253,10.9,1.4,4.9,6.8,64.9,17.9,4.9,4.6,0.457,MODERATE
PX-14721,Combat Engineers,Extreme,54.7,3.8,12.0,2,287,16.3,0.6,4.6,7.6,73.4,10.6,2.9,4.4,0.672,ELEVATED
PX-13689,Artillery,High,57.1,8.4,7.8,1,218,33.2,2.5,6.0,4.1,74.6,16.1,4.8,3.1,0.261,LOW
PX-12623,Logistics & ASC,Low,40.1,0.0,6.0,0,194,45.2,2.6,7.9,,93.8,27.0,3.9,1.5,0.02,LOW
PX-14285,Infantry,Medium,51.8,3.9,4.8,3,179,43.9,3.3,5.5,4.7,76.5,17.9,4.6,2.0,0.125,LOW
PX-11419,Medical Corps,Medium,45.5,0.0,12.2,3,271,16.9,4.3,5.9,3.8,77.4,17.2,4.0,3.0,0.3,LOW
PX-14972,Artillery,Extreme,56.6,5.8,10.2,5,264,16.1,0.8,5.8,6.7,72.3,15.5,4.8,4.1,0.431,MODERATE
PX-13393,Infantry,High,55.5,2.2,6.4,1,173,27.3,1.6,5.5,5.2,69.1,15.4,3.8,3.7,0.312,LOW
PX-10687,Medical Corps,Low,48.6,1.3,4.9,0,210,43.4,2.8,6.7,2.6,90.0,27.9,4.2,2.0,0.02,LOW
PX-13697,Infantry,High,53.7,5.4,9.9,1,229,24.2,1.6,6.1,4.8,72.1,14.7,3.3,3.4,0.367,LOW
PX-12754,Logistics & ASC,Medium,53.4,4.8,5.9,2,215,32.2,3.1,6.7,3.3,86.3,22.4,3.7,2.7,0.073,LOW
PX-10304,Logistics & ASC,Low,36.0,0.0,7.4,1,178,56.8,4.9,8.5,0.0,89.1,24.6,4.6,1.3,0.02,LOW
PX-11789,Infantry,Extreme,62.1,8.0,10.1,4,232,19.6,0.4,3.9,10.0,64.1,13.7,4.0,4.3,0.74,ELEVATED
PX-13420,Logistics & ASC,Low,48.5,0.0,2.5,2,119,60.0,4.6,7.1,0.0,85.1,20.3,4.4,1.7,0.02,LOW
PX-13540,Logistics & ASC,Low,48.1,1.5,4.8,2,143,54.7,4.8,7.1,0.7,89.0,16.6,2.5,2.0,0.02,LOW
PX-10416,Infantry,Low,41.6,0.0,4.0,0,128,40.9,3.7,7.6,0.5,85.6,22.1,3.5,2.0,0.02,LOW
PX-12114,Infantry,Extreme,72.8,16.8,7.2,1,206,28.8,0.3,3.5,10.0,66.3,9.7,4.3,4.6,0.735,ELEVATED
PX-10544,Infantry,High,62.2,9.4,9.2,6,211,37.6,2.1,4.6,,67.9,14.2,3.5,4.0,0.573,MODERATE
PX-10895,Logistics & ASC,Medium,46.5,0.0,5.9,2,219,38.6,3.1,6.5,2.6,81.1,22.9,3.5,2.5,0.02,LOW
PX-14406,Logistics & ASC,Medium,49.6,1.1,5.4,3,144,43.8,1.0,6.6,3.6,86.1,21.8,3.7,2.7,0.047,LOW
PX-14011,Infantry,High,57.9,2.6,6.6,4,221,32.1,0.9,5.7,6.5,81.4,14.6,3.3,3.1,0.318,LOW
PX-12100,Signals,Low,42.4,0.0,13.9,2,329,38.1,3.9,7.0,2.0,74.8,15.9,3.3,1.1,0.113,LOW
PX-12127,Artillery,Medium,46.9,0.1,8.7,2,209,38.4,3.7,6.1,4.0,68.8,19.3,3.6,3.0,0.158,LOW
PX-11590,Infantry,Medium,39.5,0.0,4.6,1,142,32.3,4.4,7.0,4.1,88.9,23.8,3.4,1.9,0.02,LOW
PX-10849,Medical Corps,Medium,57.1,9.0,5.0,0,187,34.9,4.0,6.6,3.6,83.8,15.8,3.2,2.8,0.109,LOW
PX-10157,Signals,Medium,47.6,0.0,4.0,1,124,38.4,4.2,6.1,3.9,75.6,25.9,4.3,2.5,0.02,LOW
PX-12173,Infantry,High,66.0,11.1,8.9,2,240,29.9,1.3,5.7,8.5,75.8,13.3,3.4,3.3,0.542,MODERATE
PX-11464,Signals,Medium,47.9,0.0,3.9,2,120,46.8,6.0,6.3,3.2,66.0,18.2,3.7,2.4,0.02,LOW
PX-11582,Armored,High,66.1,12.1,10.9,1,264,22.3,1.5,5.1,8.0,64.7,16.5,4.8,3.7,0.581,MODERATE
PX-14369,Armored,High,53.5,3.3,5.8,5,152,32.0,2.2,6.2,5.4,72.9,21.9,4.8,3.3,0.083,LOW
PX-11860,Combat Engineers,Medium,40.1,0.0,4.2,0,133,48.5,2.9,6.9,2.3,72.7,27.7,4.7,2.5,0.02,LOW
PX-13410,Signals,Medium,44.4,0.0,4.4,3,168,41.7,3.0,6.5,3.9,88.3,23.6,4.7,1.9,0.02,LOW
PX-11914,Infantry,High,56.9,7.1,6.8,0,218,34.9,0.0,5.9,5.9,76.5,20.0,3.2,3.9,0.375,LOW
PX-12559,Infantry,Extreme,63.3,8.3,8.3,3,251,16.3,0.0,5.1,8.5,78.2,9.4,4.0,4.3,0.55,MODERATE
PX-13147,Signals,Low,42.1,0.0,2.2,1,90,50.7,5.5,6.4,2.3,72.0,21.1,3.8,1.0,0.02,LOW
PX-14395,Armored,High,55.9,4.2,7.8,1,204,31.4,2.1,5.0,5.5,78.3,14.8,3.5,3.5,0.352,LOW
PX-13395,Logistics & ASC,Medium,49.8,1.7,4.5,1,167,37.4,3.3,7.0,2.4,70.5,24.3,4.6,2.6,0.02,LOW
PX-14780,Artillery,Medium,59.2,4.9,6.2,6,167,33.0,4.7,6.2,4.6,79.2,19.1,4.1,2.3,0.116,LOW
PX-12742,Infantry,Extreme,64.6,14.0,13.0,4,286,8.6,1.4,5.0,9.6,74.8,8.8,3.2,4.2,0.671,ELEVATED
PX-12457,Infantry,Extreme,61.3,9.7,7.1,4,183,13.6,1.2,4.0,9.3,68.3,11.6,3.7,4.6,0.56,MODERATE
PX-11549,Artillery,Medium,47.8,0.0,3.9,1,149,41.9,4.3,6.0,4.1,82.8,19.7,3.6,2.2,0.029,LOW
PX-12413,Combat Engineers,High,59.6,6.5,6.8,1,365,26.9,1.8,5.7,6.4,72.1,17.5,4.9,4.0,0.308,LOW
PX-10649,Infantry,Medium,37.7,0.0,10.1,3,294,34.7,4.2,7.1,3.2,91.5,21.4,4.2,2.4,0.065,LOW
PX-10099,Medical Corps,High,58.7,6.3,5.6,2,148,28.4,2.2,5.5,6.8,71.0,16.1,4.0,3.8,0.31,LOW
PX-11354,Logistics & ASC,Low,40.4,0.0,5.3,2,159,48.7,4.8,7.1,0.8,84.2,24.8,3.5,1.7,0.02,LOW
PX-10837,Medical Corps,Medium,54.3,3.3,4.1,3,205,46.2,2.4,6.0,,77.8,16.3,4.1,2.9,0.159,LOW
PX-10524,Infantry,Medium,48.1,0.5,4.3,3,174,55.4,4.7,6.1,4.8,76.1,20.5,4.0,2.7,0.069,LOW
PX-14852,Air Defense,Medium,47.9,1.8,7.8,3,194,29.8,2.4,6.0,3.0,95.9,18.4,4.0,2.3,0.061,LOW
PX-13292,Combat Engineers,High,60.0,9.6,5.6,3,151,25.3,1.0,4.5,5.2,70.7,14.7,4.5,3.9,0.395,MODERATE
PX-11982,Logistics & ASC,Low,44.7,0.0,3.3,0,119,56.4,3.9,6.5,0.9,80.0,23.5,4.2,1.5,0.02,LOW
PX-11492,Signals,High,57.9,4.7,10.5,3,288,26.3,0.8,5.8,4.8,84.8,15.2,3.4,3.2,0.442,MODERATE
PX-12168,Artillery,High,61.0,12.2,10.0,1,284,14.6,0.4,5.4,7.9,93.6,15.0,4.5,3.6,0.436,MODERATE
PX-13726,Medical Corps,Extreme,51.9,3.2,11.8,3,297,23.1,0.0,4.6,6.5,79.5,17.0,4.5,4.7,0.524,MODERATE
PX-11281,Armored,Medium,42.4,0.0,7.8,3,200,30.9,4.0,7.7,1.1,76.0,19.7,3.3,2.2,0.02,LOW
PX-11530,Artillery,Medium,55.1,6.6,9.1,4,227,26.6,3.4,6.6,3.3,79.2,16.7,4.3,2.1,0.073,LOW
PX-14422,Combat Engineers,High,62.9,11.2,8.5,4,238,26.0,0.0,5.1,8.4,74.5,15.9,4.3,3.1,0.435,MODERATE
PX-11426,Infantry,Medium,46.6,0.0,4.2,0,127,30.6,2.1,7.0,2.3,95.3,14.8,3.4,2.9,0.02,LOW
PX-11220,Infantry,High,51.7,6.1,7.1,0,193,20.8,3.1,6.2,5.8,82.8,22.6,4.3,3.3,0.11,LOW
PX-12606,Combat Engineers,Extreme,66.5,9.2,13.8,1,297,22.4,0.0,4.2,10.0,71.3,4.9,2.8,4.7,0.853,ELEVATED
PX-13463,Artillery,High,60.8,6.2,5.8,1,225,29.8,2.1,5.7,8.9,74.9,17.1,4.1,3.0,0.375,LOW
PX-14569,Combat Engineers,High,57.6,7.0,7.9,4,201,26.7,3.1,5.0,5.7,87.3,10.0,3.6,4.1,0.418,MODERATE
PX-13514,Logistics & ASC,Medium,51.6,2.7,4.3,2,167,36.6,4.0,6.1,4.2,73.7,19.8,3.1,2.6,0.033,LOW
PX-11669,Logistics & ASC,High,60.5,7.6,7.1,2,200,24.5,1.9,4.9,7.7,84.1,12.9,4.2,3.4,0.432,MODERATE
PX-14268,Air Defense,Extreme,64.7,9.2,8.1,2,228,20.6,0.0,5.2,8.2,,12.6,3.9,4.1,0.601,MODERATE
PX-10671,Combat Engineers,Extreme,65.1,9.2,8.6,2,236,25.1,1.4,4.7,9.2,65.2,14.3,4.0,4.1,0.627,MODERATE
PX-11713,Logistics & ASC,Medium,51.3,0.5,13.9,3,363,32.0,2.9,7.2,1.2,84.2,19.1,4.4,1.9,0.031,LOW
PX-12183,Infantry,High,58.7,8.4,5.6,2,164,28.8,1.6,5.1,6.1,68.7,15.8,3.1,3.8,0.421,MODERATE
PX-10628,Combat Engineers,Low,45.9,0.0,10.5,1,263,27.9,3.3,7.5,0.5,96.7,18.4,2.7,1.4,0.073,LOW
PX-14667,Artillery,Extreme,67.5,8.3,8.6,3,288,20.7,0.0,4.6,8.5,74.4,6.7,3.8,4.2,0.663,ELEVATED
PX-11821,Armored,Extreme,68.0,11.8,7.6,2,186,16.6,0.9,5.2,8.4,65.2,10.1,2.5,4.5,0.623,MODERATE
PX-10932,Armored,Medium,44.6,0.0,5.5,3,151,30.9,3.4,6.3,3.8,79.8,17.2,3.6,2.3,0.051,LOW
PX-13309,Infantry,Extreme,69.0,19.4,15.0,5,333,18.3,1.7,5.1,8.9,72.4,11.3,3.5,4.8,0.683,ELEVATED
PX-12915,Infantry,Extreme,68.5,14.2,13.7,2,350,11.3,0.3,4.7,9.7,70.5,9.6,3.1,4.7,0.749,ELEVATED
PX-14009,Combat Engineers,Low,40.5,0.0,6.0,1,159,45.1,3.8,7.2,1.4,89.5,23.4,4.5,1.2,0.02,LOW
PX-12410,Signals,Medium,54.0,3.2,9.0,1,212,39.5,2.5,7.2,2.5,94.0,17.2,3.4,2.6,0.095,LOW
PX-10823,Signals,Low,50.4,0.0,2.3,0,94,50.7,5.6,6.4,1.2,91.4,20.0,4.0,2.0,0.02,LOW
PX-12587,Infantry,Extreme,62.8,10.1,10.0,4,280,15.5,1.1,6.1,8.3,70.5,15.7,3.7,4.4,0.527,MODERATE
PX-14737,Infantry,Medium,51.7,1.0,5.0,3,146,33.4,2.2,6.7,2.0,82.2,18.2,3.9,2.2,0.02,LOW
PX-12720,Armored,Medium,49.1,3.6,5.1,4,170,45.0,5.1,6.6,2.6,87.6,22.2,3.6,2.9,0.024,LOW
PX-11400,Armored,Medium,47.9,0.4,6.8,0,177,32.8,2.1,6.2,4.6,81.5,18.0,3.9,2.2,0.135,LOW
PX-11980,Logistics & ASC,Extreme,56.4,7.8,13.9,3,331,18.5,1.0,5.5,7.5,69.0,13.4,2.5,4.3,0.564,MODERATE
PX-10945,Infantry,Medium,52.3,3.1,5.2,2,144,38.3,2.2,6.9,2.2,81.1,20.7,3.8,3.0,0.097,LOW
PX-10775,Logistics & ASC,Low,42.9,0.0,2.8,2,105,45.2,4.7,7.5,0.0,96.4,27.4,4.2,2.2,0.02,LOW
PX-10633,Artillery,Low,42.6,0.0,7.8,1,212,52.8,4.0,6.0,0.9,84.5,20.8,5.0,2.2,0.02,LOW
PX-14340,Infantry,Low,41.4,0.0,12.5,1,272,41.4,3.9,5.6,2.2,75.8,17.1,3.2,1.9,0.237,LOW
PX-14415,Air Defense,High,53.2,1.4,9.0,2,249,20.5,1.1,6.1,5.5,65.7,,3.6,3.9,0.324,LOW
PX-11962,Combat Engineers,High,55.4,3.3,7.7,1,207,28.2,1.6,5.6,4.6,76.6,16.2,3.7,4.0,0.322,LOW
PX-14938,Combat Engineers,Extreme,63.0,7.8,8.9,2,265,14.9,0.8,5.5,9.8,75.3,11.2,3.7,4.1,0.515,MODERATE
PX-10115,Logistics & ASC,High,59.0,4.0,7.9,0,198,23.5,2.5,4.5,6.7,88.8,10.5,3.2,3.5,0.407,MODERATE
PX-13076,Artillery,Low,43.1,0.3,6.5,1,168,38.6,5.6,6.6,1.6,70.9,17.8,2.4,2.0,0.05,LOW
PX-12716,Armored,High,55.5,5.2,7.5,0,215,23.4,1.3,4.9,6.9,74.3,17.5,4.7,3.4,0.362,LOW
PX-12524,Logistics & ASC,Low,43.9,0.8,3.5,2,136,60.0,4.7,6.9,0.0,89.7,22.0,5.0,1.2,0.02,LOW
PX-10116,Signals,Medium,41.6,0.0,4.4,2,137,39.2,2.9,6.4,2.2,78.7,25.2,3.6,2.8,0.02,LOW
PX-10278,Logistics & ASC,Low,36.0,0.0,2.0,1,147,51.1,5.6,6.1,3.1,91.9,16.6,2.8,1.6,0.034,LOW
PX-11355,Infantry,High,56.9,5.1,7.9,3,282,28.6,1.6,5.0,7.3,77.9,13.3,3.0,3.1,0.522,MODERATE
PX-11059,Signals,High,63.3,11.8,6.4,3,181,33.8,0.0,5.5,8.0,75.3,15.5,3.6,3.4,0.364,LOW
PX-13484,Signals,Medium,51.8,3.0,4.9,2,181,50.7,3.3,5.9,5.7,75.7,21.3,4.4,2.5,0.173,LOW
PX-14205,Signals,High,58.6,7.0,6.3,2,212,25.6,2.6,6.1,5.9,79.6,17.5,3.2,3.2,0.274,LOW
PX-12517,Infantry,High,53.0,4.3,6.3,1,241,23.3,1.7,4.6,6.1,86.7,11.9,4.1,3.2,0.396,MODERATE
PX-11642,Armored,Medium,51.2,3.8,4.3,1,142,34.1,2.9,6.5,2.5,86.0,23.2,4.1,2.7,0.02,LOW
PX-14385,Logistics & ASC,Medium,48.2,0.0,4.4,5,153,55.8,5.6,7.2,1.9,68.4,15.1,2.9,3.0,0.02,LOW
PX-11140,Artillery,Medium,39.4,0.0,5.6,2,164,43.7,3.6,7.3,3.2,67.7,25.7,4.0,2.5,0.02,LOW
PX-10009,Armored,Medium,41.2,0.0,3.8,1,169,37.5,2.7,7.5,0.7,69.1,,3.5,1.9,0.02,LOW
PX-13132,Infantry,Extreme,59.8,9.6,7.9,2,194,23.4,0.9,5.0,6.8,70.4,13.2,3.8,4.0,0.437,MODERATE
PX-13238,Artillery,High,57.3,7.7,6.7,1,211,30.5,2.4,5.4,6.7,78.1,15.1,4.5,3.8,0.316,LOW
PX-13912,Logistics & ASC,Medium,53.1,2.4,4.5,2,182,46.2,3.6,5.7,2.6,71.7,23.3,3.3,2.3,0.074,LOW
PX-13587,Armored,Medium,48.2,2.3,6.6,2,176,43.6,4.6,6.4,1.6,83.4,22.9,3.8,2.6,0.02,LOW
PX-11064,Artillery,Medium,47.3,0.0,6.5,4,179,50.1,5.3,6.5,3.2,82.6,22.3,4.2,2.4,0.061,LOW
PX-13294,Armored,High,54.2,3.8,11.0,1,261,25.3,2.3,5.1,6.8,72.2,12.4,4.0,3.9,0.508,MODERATE
PX-14534,Armored,Extreme,53.0,4.6,7.6,4,184,29.7,1.3,6.2,7.4,69.2,20.6,4.1,4.1,0.275,LOW
PX-10483,Artillery,Medium,58.6,7.6,4.4,1,165,44.5,2.6,5.7,4.2,84.7,13.4,2.9,2.9,0.199,LOW
PX-12026,Air Defense,High,60.5,8.2,7.1,1,274,29.2,1.6,6.3,5.3,66.7,15.3,4.2,3.0,0.317,LOW
PX-10918,Artillery,Extreme,59.7,10.7,12.7,1,274,22.4,2.9,4.7,8.0,79.0,11.6,3.6,4.2,0.518,MODERATE
PX-12162,Artillery,High,53.2,3.9,12.5,1,281,20.4,2.4,5.9,5.2,79.8,15.5,3.5,4.0,0.338,LOW
PX-11322,Infantry,Extreme,60.1,4.7,8.5,1,214,27.1,0.3,3.8,10.0,72.0,,4.0,4.1,0.721,ELEVATED
PX-11839,Signals,High,59.5,9.9,5.5,0,158,37.7,2.1,4.8,5.0,71.0,17.7,4.6,3.0,0.316,LOW
PX-14773,Armored,High,59.2,9.3,6.5,3,177,27.0,2.1,6.3,4.7,72.5,16.7,3.6,4.0,0.194,LOW
PX-13362,Combat Engineers,High,59.7,6.7,6.2,0,186,26.4,1.3,5.5,5.3,65.8,14.3,4.3,3.6,0.303,LOW
PX-11211,Air Defense,High,59.7,8.9,10.8,0,267,25.1,1.9,5.4,5.2,92.6,9.9,2.3,3.0,0.523,MODERATE
PX-10132,Combat Engineers,Medium,50.7,0.0,4.2,0,127,40.1,1.2,6.0,3.2,84.7,14.6,1.9,2.3,0.159,LOW
PX-12925,Combat Engineers,Medium,46.5,0.0,3.5,2,135,46.8,3.3,5.9,3.4,77.2,24.3,4.0,2.5,0.02,LOW
PX-14809,Combat Engineers,Extreme,61.2,11.0,8.3,6,227,24.5,1.2,5.2,9.4,77.7,14.8,3.7,4.1,0.531,MODERATE
PX-11539,Armored,High,51.1,3.0,7.8,5,213,31.3,2.4,6.6,3.4,82.7,19.4,2.8,3.8,0.19,LOW
PX-14428,Infantry,High,58.6,8.5,5.8,2,156,34.4,1.8,5.3,7.0,71.1,20.0,3.8,3.5,0.34,LOW
PX-12626,Combat Engineers,Extreme,57.5,6.8,7.2,1,181,16.3,1.8,5.7,6.8,72.1,,3.8,4.1,0.394,MODERATE
PX-12067,Medical Corps,High,48.5,3.2,10.3,1,231,20.2,1.3,6.3,4.5,78.8,14.9,2.9,4.1,0.315,LOW
PX-11399,Artillery,High,56.9,5.4,5.9,3,158,40.5,0.8,4.8,7.4,76.2,13.2,3.9,3.3,0.421,MODERATE
PX-10853,Logistics & ASC,Low,49.4,2.3,3.3,0,111,45.7,3.5,7.0,2.6,88.7,22.2,4.1,2.1,0.02,LOW
PX-12124,Artillery,Medium,55.3,8.4,4.0,1,117,44.6,2.2,5.8,3.5,78.5,16.9,3.7,1.8,0.148,LOW
PX-14386,Artillery,Extreme,71.8,16.7,9.3,5,267,21.4,0.0,4.7,10.0,70.7,8.3,3.3,4.5,0.78,ELEVATED
PX-13715,Air Defense,Low,50.5,0.5,7.1,3,285,45.2,1.9,6.8,1.4,86.1,16.7,2.6,1.6,0.167,LOW
PX-13364,Artillery,High,57.0,4.1,8.1,2,212,34.1,1.0,4.5,7.7,70.1,13.9,5.0,3.9,0.494,MODERATE
PX-12695,Infantry,High,59.4,8.5,11.6,2,280,20.3,2.0,5.5,5.4,79.4,19.1,3.8,3.7,0.473,MODERATE
PX-11453,Medical Corps,Low,37.6,0.0,10.3,2,274,28.7,5.8,6.4,4.0,76.3,20.9,4.5,1.9,0.041,LOW
PX-11848,Armored,Medium,50.9,1.1,5.7,3,166,43.8,2.8,5.6,2.5,77.7,19.7,4.1,3.0,0.117,LOW
PX-13454,Medical Corps,Low,42.3,0.0,5.5,2,158,43.0,5.8,6.6,0.7,90.5,20.9,2.8,1.1,0.02,LOW
PX-14760,Armored,Extreme,64.9,12.1,11.6,2,271,23.4,1.6,4.9,9.8,88.1,10.7,3.6,4.6,0.634,MODERATE
